Location_ID,Location_Name,Location_Type,City,State,Latitude,Longitude,Ownership_Type,Building_Age_Years,Last_Renovation_Years_Ago,Number_of_Floors,Ramp_Available,Elevator_Available,Wheelchair_Entrance,Braille_Signage,Audio_Announcements,Accessible_Washroom,Tactile_Path,Reserved_Parking,Door_Width_cm,Footpath_Condition,Lighting,Safety_Level,CCTV_Available,Staff_Trained_Accessibility,Multilingual_Signage,Public_Transport_Nearby,Parking_Available,Crowd_Level,Average_Waiting_Time,Daily_Footfall,Staff_Count,Budget_Allocated_Lakh_INR,Complaint_Resolution_Days,Accessibility_Complaints,User_Rating,Google_Maps_Rating,Last_Inspection_Months,Lift_Condition,Emergency_Exit_Accessibility,Accessibility_Score,Accessibility_Category,Improvement_Priority,Infrastructure_Score,Accessibility_Support_Score,Safety_Index,Facility_Score,Crowd_Risk,Complaint_Rate,Accessibility_Efficiency,DBSCAN_Cluster,GMM_Cluster
LOC0263,Nashik City Bus Stop,1,18,9,20.101551,73.847219,1,40,6.0,1,1,1,1,0,0,0,0,1,92.6,0,2,1,0,0,0,1,0,0,5.0,1014,2.0,14.5,11.0,6,2.6,2.6,21.0,0,2,49.1,Poor,High,4,0,3,1,0.0,0.005911330049261,8.183333333333334,-1,1
LOC0264,Surat Bus Stand,1,21,5,21.282482,72.696544,1,30,10.0,1,0,1,0,0,0,0,0,0,71.6,2,1,1,1,0,0,1,0,0,22.0,2327,10.0,17.0,10.0,10,2.5,2.8,1.0,0,1,27.6,Poor,High,1,0,3,1,0.0,0.0042955326460481,1.2,-1,1
LOC0265,Thane Domestic Airport,0,22,9,19.10933,72.978485,1,5,5.0,2,1,1,1,0,0,1,1,0,97.0,2,0,2,1,1,0,1,0,2,20.0,12223,50.0,213.9,12.0,3,3.5,3.6,15.0,1,1,79.1,Good,Medium,4,1,3,1,40.0,0.0002454188481675,3.7666666666666666,-1,2
LOC0266,Guwahati Bus Depot,1,7,1,26.200944,91.793587,1,33,22.0,1,1,0,1,0,0,0,1,0,99.3,2,0,1,0,0,0,1,0,0,2.0,1386,12.0,10.6,15.0,6,2.6,2.9,2.0,1,2,44.0,Poor,High,2,1,1,1,0.0,0.0043258832011535,14.666666666666666,-1,1
LOC0267,Indore City Park,6,9,8,22.784133,75.894066,1,34,15.0,1,1,0,0,1,0,1,1,1,84.5,2,2,1,0,0,1,1,1,0,7.0,2236,10.0,19.9,24.0,11,3.0,3.0,4.0,1,0,30.4,Poor,High,3,2,3,2,0.0,0.0049172999552972,3.8,-1,1
LOC0268,Lucknow Degree College,2,14,13,26.938089,81.0696,1,33,5.0,3,1,1,0,0,1,0,1,0,86.5,1,0,1,1,1,0,0,0,2,11.0,4475,16.0,45.3,21.0,5,3.4,3.5,19.0,2,1,62.2,Average,Medium,2,2,2,0,22.0,0.0011170688114387,5.183333333333334,-1,1
LOC0269,Kolkata Multispeciality Hospital,4,13,14,22.515099,88.383494,0,46,11.0,4,1,1,1,0,0,1,0,1,100.5,1,2,2,1,0,0,0,0,2,9.0,4138,22.0,101.4,16.0,4,3.9,4.1,3.0,0,2,80.5,Good,Medium,5,0,5,0,18.0,0.0009664170089393,8.05,-1,0
LOC0270,Nagpur International Airport,0,17,9,21.017298,79.034176,1,4,2.0,5,0,1,1,0,0,0,1,1,88.9,1,0,2,1,1,0,1,1,2,20.0,14605,65.0,172.4,2.0,1,3.6,3.5,20.0,1,2,88.3,Good,Low,3,1,3,2,40.0,6.846501437765302e-05,4.204761904761905,-1,2
LOC0271,Hyderabad Multispeciality Hospital,4,8,12,17.413028,78.558453,0,24,18.0,4,1,1,0,0,0,1,0,1,83.6,1,0,2,1,0,0,0,0,2,18.0,4222,18.0,132.7,4.0,1,4.5,4.8,17.0,1,2,88.4,Good,Low,4,0,3,0,36.0,0.0002367984844896,4.652631578947369,-1,2
LOC0272,Hyderabad City Park,6,8,12,17.238655,78.484248,1,24,18.0,1,0,0,0,0,0,0,0,0,76.8,2,2,2,0,0,0,0,0,2,3.0,1169,10.0,17.3,15.0,3,3.6,3.4,5.0,1,0,19.2,Poor,High,0,0,4,0,6.0,0.0025641025641025,4.8,-1,1
LOC0273,Thiruvananthapuram Domestic Airport,0,23,7,8.441608,77.055763,0,23,5.0,6,1,1,1,0,1,1,1,1,101.4,0,0,0,1,0,0,0,0,1,9.0,13449,59.0,167.9,9.0,2,4.0,3.9,1.0,2,2,97.8,Excellent,Low,5,2,1,0,9.0,0.0001486988847583,9.78,-1,2
LOC0274,Coimbatore Heritage Fort,8,5,11,11.091294,76.993519,1,17,14.0,1,1,0,1,1,0,1,0,0,92.6,0,0,1,1,1,1,1,1,2,3.0,223,3.0,15.4,13.0,4,3.1,3.1,19.0,1,0,63.3,Average,Medium,3,1,2,2,6.0,0.0178571428571428,15.825,-1,1
LOC0275,Hyderabad Heritage Fort,8,8,12,17.500234,78.517391,1,200,45.0,1,0,0,0,1,0,1,0,0,61.5,0,0,1,1,0,0,1,1,0,14.0,387,8.0,23.6,23.0,6,2.4,2.0,19.0,1,1,29.1,Poor,High,1,1,2,2,0.0,0.0154639175257731,1.94,-1,3
LOC0276,Visakhapatnam Green Park,6,25,0,17.689469,83.207442,0,33,5.0,1,0,0,0,1,0,0,1,0,83.0,0,2,0,1,0,0,0,1,0,4.0,2124,9.0,22.6,16.0,5,2.2,2.2,23.0,1,1,41.3,Poor,High,0,2,3,1,0.0,0.0023529411764705,8.26,-1,3
LOC0277,Indore City Bus Stop,1,9,8,22.637237,75.915727,0,24,11.0,1,0,0,0,0,0,1,0,0,78.5,2,0,1,0,0,0,1,0,0,4.0,651,2.0,10.3,17.0,4,2.8,3.0,18.0,1,0,17.3,Poor,High,1,0,1,1,0.0,0.0061349693251533,3.46,-1,3
LOC0278,Chandigarh Green Park,6,3,3,30.859175,76.726881,1,9,2.0,1,1,1,0,0,1,0,0,0,82.6,2,0,1,1,0,1,1,0,1,6.0,2232,6.0,22.8,17.0,4,3.6,3.7,18.0,2,0,42.5,Poor,High,2,1,2,1,6.0,0.0017913121361397,6.071428571428571,-1,1
LOC0279,Kolkata Central Park,6,13,14,22.484935,88.30325,1,35,12.0,1,0,0,1,0,0,1,0,0,91.5,0,0,1,1,1,1,1,0,2,23.0,2869,7.0,28.2,22.0,6,2.9,2.8,1.0,1,0,43.3,Poor,High,2,0,2,1,46.0,0.0020905923344947,1.8041666666666665,-1,1
LOC0280,Indore Multispeciality Hospital,4,9,8,22.866622,75.942901,0,59,13.0,2,1,1,0,1,1,1,0,0,84.2,0,1,1,1,1,1,1,1,0,11.0,3820,19.0,121.5,9.0,6,3.0,3.1,13.0,1,2,77.1,Good,Medium,3,2,3,2,0.0,0.0015702695629416,6.425,-1,0
LOC0281,Pune Institute of Technology,2,20,9,18.590565,73.845463,1,30,11.0,3,1,1,0,1,1,1,1,0,81.2,0,0,2,1,1,0,0,1,0,39.0,4412,16.0,32.4,24.0,7,1.6,1.0,2.0,0,0,66.1,Average,Medium,3,3,3,1,0.0,0.0015862225243598,1.6525,-1,1
LOC0282,Bengaluru Junction,7,1,6,13.114255,77.631029,1,51,20.0,3,1,0,1,1,0,0,0,0,94.5,0,1,0,0,0,0,1,0,1,17.0,10546,46.0,108.4,13.0,5,2.1,1.7,12.0,1,1,70.5,Average,Medium,2,1,1,1,17.0,0.0004740684554849,3.9166666666666665,-1,1
LOC0283,Chandigarh Multispeciality Hospital,4,3,3,30.717344,76.653102,0,44,20.0,4,1,1,1,0,1,1,1,0,94.2,1,1,0,1,1,0,1,1,2,22.0,4380,18.0,130.5,10.0,1,3.5,3.5,14.0,0,2,100.0,Excellent,Low,4,2,2,2,44.0,0.0002282583884957,4.3478260869565215,-1,0
LOC0284,Jaipur Government College,2,10,10,26.834116,75.884545,0,24,13.0,3,0,1,1,0,0,1,0,1,80.9,2,0,0,0,0,1,0,0,1,28.0,2766,10.0,60.0,13.0,3,3.6,3.3,4.0,1,2,72.2,Average,Medium,4,0,0,0,28.0,0.0010842067220816,2.4896551724137934,-1,0
LOC0285,Mysuru Collectorate Office,3,16,6,12.374317,76.749711,1,54,27.0,2,0,0,0,0,0,1,0,0,62.4,1,0,0,0,0,1,1,0,2,30.0,4573,22.0,43.1,21.0,5,2.2,2.1,17.0,1,0,43.0,Poor,Medium,1,0,0,1,60.0,0.0010931351114997,1.3870967741935485,-1,1
LOC0286,Kanpur Government College,2,11,13,26.472807,80.333914,0,39,9.0,1,0,1,1,0,1,0,1,1,91.6,1,2,2,1,0,1,0,1,0,5.0,3548,10.0,74.0,12.0,3,3.2,3.3,9.0,0,2,73.5,Average,Medium,3,2,5,1,0.0,0.0008453085376162,12.25,-1,0
LOC0287,Pune Municipal Office,3,20,9,18.567929,73.828008,1,72,27.0,2,1,1,0,0,0,0,0,0,75.4,0,0,2,1,0,0,1,1,1,7.0,4983,22.0,51.6,6.0,3,2.7,2.8,13.0,0,2,63.4,Average,Medium,2,0,3,2,7.0,0.0006019261637239,7.925,-1,1
LOC0288,Nashik Tehsil Office,3,18,9,19.889672,73.792755,1,57,21.0,2,0,0,0,1,1,0,1,0,85.6,0,2,2,0,1,0,0,1,1,39.0,2896,15.0,43.4,17.0,7,2.6,2.2,11.0,1,0,38.4,Poor,High,0,3,4,1,39.0,0.0024162927166033,0.96,-1,1
LOC0289,Bhopal Railway Station,7,2,8,23.244437,77.41669,1,36,18.0,3,0,0,1,0,1,1,0,0,84.5,0,1,2,0,1,0,1,1,0,44.0,10659,42.0,95.1,16.0,9,2.8,2.9,5.0,1,2,57.8,Average,High,2,1,3,2,0.0,0.0008442776735459,1.2844444444444445,-1,1
LOC0290,Indore Government College,2,9,8,22.79793,75.908769,1,11,4.0,2,0,0,1,0,0,0,1,1,93.4,0,0,2,1,0,0,1,0,1,29.0,1958,6.0,45.3,12.0,5,2.2,2.4,9.0,1,1,58.0,Average,Medium,2,1,3,1,29.0,0.0025523226135783,1.9333333333333331,-1,1
LOC0291,Kolkata Temple Complex,8,13,14,22.649872,88.455228,1,44,23.0,1,0,1,0,0,0,1,0,1,79.2,0,0,2,0,0,1,1,1,2,24.0,2309,12.0,26.5,14.0,3,2.2,2.0,11.0,1,0,53.0,Poor,Medium,3,0,2,2,48.0,0.0012987012987012,2.12,-1,1
LOC0292,Bhopal Airport Terminal,0,2,8,23.359748,77.43093,1,19,4.0,5,1,1,1,0,1,0,0,0,94.7,0,0,2,1,1,1,0,1,2,11.0,15300,61.0,194.2,13.0,2,3.6,3.5,15.0,0,2,84.3,Good,Low,3,1,3,1,22.0,0.0001307104110842,7.025,-1,2
LOC0293,Mumbai Collectorate Office,3,15,9,19.071181,72.782985,1,69,15.0,3,1,1,0,0,1,1,0,1,74.1,0,0,1,1,1,0,0,0,2,6.0,4425,18.0,32.1,20.0,6,2.9,2.8,16.0,1,1,57.3,Average,Medium,4,1,2,0,12.0,0.0013556258472661,8.185714285714285,-1,1
LOC0294,Chennai Junction,7,4,11,13.100695,80.305473,1,24,8.0,3,0,0,0,1,0,0,0,0,68.2,0,1,1,0,0,0,1,0,0,7.0,3570,10.0,79.2,8.0,9,2.4,2.4,17.0,1,1,30.6,Poor,High,0,1,2,1,0.0,0.0025203024362923,3.825,-1,1
LOC0295,Nagpur City Centre Mall,5,17,9,21.256203,79.061595,0,21,7.0,5,1,1,1,1,1,1,0,1,97.9,2,2,2,1,1,0,1,1,2,20.0,15419,60.0,185.6,14.0,0,4.5,4.4,9.0,0,1,84.2,Good,Medium,5,2,5,2,40.0,0.0,4.0095238095238095,-1,2
LOC0296,Nashik City Bus Stop,1,18,9,20.023413,73.750629,1,3,3.0,1,1,0,0,0,0,0,0,0,86.9,2,1,2,0,1,0,1,0,0,23.0,969,2.0,11.4,23.0,8,3.2,3.0,17.0,1,0,35.4,Poor,High,1,0,3,1,0.0,0.0082474226804123,1.475,-1,1
LOC0297,Coimbatore Grand Mall,5,5,11,11.11497,76.984761,0,11,4.0,2,1,1,1,0,0,1,1,1,88.2,2,1,2,1,1,0,1,1,1,43.0,3241,11.0,129.1,7.0,1,4.0,3.7,9.0,1,2,93.8,Excellent,Medium,5,1,4,2,43.0,0.000308451573103,2.131818181818182,-1,2
LOC0298,Bhopal City Centre Mall,5,2,8,23.282656,77.317357,0,22,12.0,7,0,1,1,1,1,1,0,0,90.8,0,1,2,1,1,1,1,0,0,22.0,8591,34.0,147.4,5.0,3,2.8,2.5,2.0,2,2,84.0,Good,Medium,3,2,4,1,0.0,0.0003491620111731,3.652173913043478,-1,2
LOC0299,Jaipur Temple Complex,8,10,10,26.865719,75.693418,1,112,28.0,1,0,1,1,0,1,0,0,0,84.7,2,1,1,0,1,0,1,1,2,24.0,677,2.0,17.6,22.0,7,2.9,3.5,7.0,0,0,34.8,Poor,High,2,1,2,2,48.0,0.0103244837758112,1.392,-1,3
LOC0300,Jaipur Collectorate Office,3,10,10,26.831118,75.858509,1,28,4.0,1,1,1,0,0,0,0,1,0,82.1,0,0,0,0,0,0,0,1,1,32.0,3644,8.0,46.6,19.0,3,2.8,2.7,23.0,0,0,60.7,Average,Low,2,1,0,1,32.0,0.0008230452674897,1.83939393939394,-1,1
LOC0301,Jaipur Shopping Mall,5,10,10,26.89195,75.850743,0,15,12.0,5,1,1,0,1,0,1,1,1,76.7,1,0,1,1,0,1,0,1,2,13.0,13315,52.0,135.6,9.0,3,3.6,3.6,13.0,2,2,83.8,Good,Medium,4,2,2,1,26.0,0.0002252928807449,5.985714285714286,-1,2
LOC0302,Kolkata Heritage Fort,8,13,14,22.429381,88.246237,1,136,30.0,1,0,0,0,0,0,0,1,0,72.1,1,0,2,0,0,0,1,1,1,3.0,488,2.0,22.1,19.0,8,1.6,1.7,19.0,1,0,30.7,Poor,High,0,1,2,2,3.0,0.016359918200409,7.675,-1,3
LOC0303,Bhopal Domestic Airport,0,2,8,23.15908,77.363979,0,2,2.0,6,1,1,1,1,1,1,0,1,95.1,0,2,2,1,1,0,1,1,1,14.0,15847,75.0,191.1,5.0,0,4.0,4.3,6.0,0,2,100.0,Excellent,Medium,5,2,5,2,14.0,0.0,6.666666666666667,-1,2
LOC0304,Hyderabad City Hospital,4,8,12,17.29189,78.342124,1,47,15.0,6,0,1,1,0,1,1,0,1,86.2,2,2,0,0,0,0,1,1,1,34.0,1373,12.0,57.9,13.0,4,2.3,2.2,8.0,1,0,52.3,Poor,High,4,1,2,2,34.0,0.0029112081513828,1.4942857142857142,-1,0
LOC0305,Thiruvananthapuram International Airport,0,23,7,8.504503,77.018939,1,24,21.0,7,0,1,0,1,1,1,0,1,76.9,0,0,2,1,0,1,1,1,1,27.0,19547,85.0,241.7,1.0,1,3.4,3.8,21.0,1,2,85.4,Good,Low,3,2,3,2,27.0,5.11561285041948e-05,3.0500000000000003,-1,2
LOC0306,Mysuru Central Station,7,16,6,12.433041,76.539488,1,59,26.0,1,1,0,0,0,0,0,0,0,85.2,0,0,0,1,1,0,1,1,2,23.0,10104,37.0,97.1,14.0,6,3.1,3.2,2.0,1,1,57.8,Average,Medium,1,0,1,2,46.0,0.0005937654626422,2.408333333333333,-1,1
LOC0307,Patna City Hospital,4,19,2,25.587709,85.22529,0,47,17.0,4,1,0,0,0,0,1,0,1,75.8,1,1,1,0,0,0,0,0,2,25.0,2859,20.0,110.2,13.0,4,4.7,5.0,0.0,1,0,57.7,Average,Medium,3,0,2,0,50.0,0.0013986013986013,2.2192307692307693,-1,0
LOC0308,Thiruvananthapuram Junction,7,23,7,8.480729,76.977853,1,84,15.0,1,0,1,1,0,0,0,0,0,83.6,0,0,1,0,0,0,1,1,0,9.0,15179,52.0,76.9,9.0,5,2.4,2.4,7.0,0,2,41.2,Poor,High,2,0,1,2,0.0,0.0003293807641633,4.12,-1,1
LOC0309,Thane Plaza Mall,5,22,9,19.144301,73.003198,0,24,21.0,5,1,1,1,1,1,1,0,0,96.8,2,2,2,1,0,0,0,1,0,17.0,15785,70.0,139.0,4.0,5,2.7,2.7,0.0,1,2,73.8,Average,High,4,2,5,1,0.0,0.0003167363486633,4.1,-1,2
LOC0310,Surat Plaza Mall,5,21,5,21.247709,72.794909,0,18,18.0,7,1,1,1,0,0,0,1,1,90.3,0,1,2,1,1,0,0,0,2,9.0,8143,35.0,134.6,13.0,1,4.1,3.9,20.0,2,1,81.9,Good,Low,4,1,4,0,18.0,0.0001227897838899,8.190000000000001,-1,2
LOC0311,Udaipur Multispeciality Hospital,4,24,10,24.711418,73.63112,0,24,12.0,5,0,0,1,1,0,0,0,1,88.6,1,1,0,0,0,0,1,0,0,34.0,2767,15.0,56.5,14.0,2,3.0,3.2,15.0,1,2,74.4,Average,Medium,2,1,1,1,0.0,0.0007225433526011,2.125714285714286,-1,0
LOC0312,Chennai Tehsil Office,3,4,11,13.050459,80.389769,1,60,21.0,1,0,1,0,1,0,0,0,0,77.3,0,0,2,1,0,1,0,1,1,38.0,1904,8.0,34.4,14.0,3,2.2,2.2,20.0,1,0,51.7,Poor,Medium,1,1,3,1,38.0,0.0015748031496062,1.3256410256410258,-1,1
LOC0313,Bengaluru Tehsil Office,3,1,6,13.015931,77.712435,1,47,18.0,3,0,0,0,1,1,0,0,1,77.8,0,1,1,1,0,0,1,1,2,22.0,3305,10.0,46.7,15.0,5,3.0,3.2,0.0,1,0,45.5,Poor,High,1,2,3,2,44.0,0.0015124016938898,1.9782608695652173,-1,1
LOC0314,Nashik International Airport,0,18,9,20.026105,73.722676,1,16,2.0,6,1,0,1,0,1,1,1,0,95.8,2,2,2,1,0,1,1,0,2,32.0,4977,26.0,111.2,2.0,1,4.3,4.0,0.0,1,2,72.4,Average,Medium,3,2,5,1,64.0,0.000200883889112,2.1939393939393943,-1,2
LOC0315,Mumbai Grand Mall,5,15,9,18.986284,72.782446,0,4,4.0,6,1,1,1,1,0,1,1,1,102.6,2,0,2,1,0,1,0,0,2,28.0,15361,57.0,161.3,10.0,0,4.9,4.9,14.0,1,2,97.2,Excellent,Medium,5,2,3,0,56.0,0.0,3.3517241379310345,-1,2
LOC0316,Guwahati Domestic Airport,0,7,1,26.121687,91.84048,1,18,10.0,3,1,1,1,0,1,0,0,0,96.0,2,0,0,1,0,0,1,0,1,19.0,19722,86.0,238.5,1.0,1,3.6,3.5,19.0,1,0,74.9,Average,Medium,3,1,1,1,19.0,5.070222582771384e-05,3.745,-1,2
LOC0317,Delhi Heritage Fort,8,6,4,28.755726,77.110591,1,10,7.0,1,0,0,0,0,1,0,0,0,83.5,1,0,2,0,1,0,1,1,1,17.0,2295,13.0,30.1,22.0,6,1.5,1.0,21.0,1,0,44.4,Poor,High,0,1,2,2,17.0,0.0026132404181184,2.466666666666667,-1,3
LOC0318,Chennai City Hospital,4,4,11,13.153924,80.375965,1,32,15.0,3,1,1,1,0,1,0,1,0,90.4,2,1,2,1,1,0,0,1,1,28.0,1226,5.0,98.5,15.0,3,1.9,2.5,4.0,1,2,82.1,Good,Medium,3,2,4,1,28.0,0.0024449877750611,2.8310344827586205,-1,0
LOC0319,Thane Grand Mall,5,22,9,19.076888,73.047988,0,19,17.0,2,1,1,1,0,1,1,1,1,92.9,1,2,1,1,1,1,1,1,1,44.0,14472,64.0,115.0,8.0,1,4.9,5.0,11.0,0,1,93.8,Excellent,Medium,5,2,4,2,44.0,6.909417536101706e-05,2.0844444444444443,-1,2
LOC0320,Kochi Tehsil Office,3,12,7,10.02116,76.403928,1,52,27.0,1,0,0,0,0,0,0,1,0,82.4,2,1,0,0,0,0,1,0,2,28.0,2505,7.0,24.9,15.0,4,2.0,2.6,13.0,1,1,39.4,Poor,High,0,1,1,1,56.0,0.0015961691939345,1.3586206896551725,-1,1
LOC0321,Hyderabad Government College,2,8,12,17.402892,78.456197,1,29,5.0,2,1,0,1,0,0,0,0,0,92.2,0,0,2,0,0,0,1,1,0,11.0,597,3.0,47.1,16.0,8,2.8,2.7,1.0,1,0,46.8,Poor,High,2,0,2,2,0.0,0.0133779264214046,3.9,-1,1
LOC0322,Lucknow Grand Mall,5,14,13,26.811224,80.802293,0,11,6.0,4,1,1,1,1,1,0,1,0,100.1,1,0,1,1,0,1,1,1,1,16.0,7214,25.0,132.4,12.0,3,3.1,3.1,22.0,1,2,96.3,Excellent,Medium,3,3,2,2,16.0,0.0004158004158004,5.664705882352941,-1,2
LOC0323,Hyderabad Airport Terminal,0,8,12,17.49208,78.435974,1,12,12.0,5,1,1,0,1,0,1,1,1,83.7,1,1,2,1,1,1,1,1,1,44.0,9297,41.0,189.5,7.0,2,3.0,3.1,23.0,0,2,100.0,Excellent,Low,4,2,4,2,44.0,0.00021510002151,2.2222222222222223,-1,2
LOC0324,Hyderabad Airport Terminal,0,8,12,17.404718,78.372857,0,8,6.0,6,1,1,1,0,1,1,0,1,102.9,0,0,2,1,1,0,1,0,2,9.0,10364,49.0,230.1,1.0,0,3.6,3.3,21.0,1,2,97.3,Excellent,Low,5,1,3,1,18.0,0.0,9.73,-1,2
LOC0325,Visakhapatnam Institute of Technology,2,25,0,17.70345,83.284047,0,28,13.0,2,1,1,0,1,0,1,0,1,88.5,1,1,1,1,1,1,0,1,2,17.0,1585,4.0,42.0,22.0,3,2.7,2.6,1.0,0,1,82.7,Good,Medium,4,1,3,1,34.0,0.0018915510718789,4.594444444444445,-1,0
LOC0326,Indore Railway Station,7,9,8,22.681634,75.733304,1,49,14.0,2,0,1,1,0,0,1,0,0,89.1,1,2,1,1,0,0,1,0,2,17.0,14592,55.0,111.2,15.0,3,3.2,3.0,21.0,1,0,46.9,Poor,High,3,0,4,1,34.0,0.0002055780168573,2.605555555555556,-1,1
LOC0327,Patna Grand Mall,5,19,2,25.61849,85.044856,0,22,7.0,4,0,1,1,1,0,1,1,1,89.4,2,0,0,1,1,0,1,1,0,44.0,18856,84.0,162.9,10.0,4,3.7,3.5,15.0,2,2,76.2,Good,Medium,4,2,1,2,0.0,0.0002121228191122,1.6933333333333334,-1,2
LOC0328,Patna Medical Center,4,19,2,25.736687,85.270924,0,26,22.0,7,1,0,0,1,0,1,1,1,83.6,0,1,2,1,1,1,0,1,1,13.0,997,7.0,100.9,9.0,0,4.0,4.3,4.0,1,2,91.7,Excellent,Low,3,2,4,1,13.0,0.0,6.55,-1,0
LOC0329,Jaipur Grand Mall,5,10,10,26.901405,75.722415,0,8,2.0,6,1,1,1,0,1,1,1,1,89.5,0,0,2,1,1,0,1,1,2,10.0,10526,46.0,174.7,3.0,0,3.6,3.5,16.0,2,1,88.2,Good,Low,5,2,3,2,20.0,0.0,8.018181818181818,-1,2
LOC0330,Nashik Plaza Mall,5,18,9,19.93029,73.841851,1,3,3.0,5,1,1,0,1,0,0,0,0,75.4,0,2,1,1,1,0,0,1,1,8.0,15440,67.0,156.0,6.0,2,3.9,3.7,11.0,1,1,65.8,Average,Medium,2,1,4,1,8.0,0.0001295252898128,7.311111111111111,-1,2
LOC0331,Coimbatore Plaza Mall,5,5,11,10.907534,76.91575,0,17,17.0,5,1,1,1,0,1,1,1,0,93.5,1,0,1,1,1,0,0,0,2,19.0,17005,66.0,144.2,6.0,2,4.2,4.2,18.0,0,2,92.9,Excellent,Medium,4,2,2,0,38.0,0.000117605550982,4.6450000000000005,-1,2
LOC0332,Jaipur Botanical Garden,8,10,10,27.003544,75.759834,1,23,17.0,1,0,1,1,1,1,0,0,1,94.3,2,0,1,1,0,0,0,1,0,6.0,566,3.0,23.5,13.0,5,2.8,2.7,12.0,0,1,53.1,Poor,High,3,2,2,1,0.0,0.0088183421516754,7.585714285714286,-1,3
LOC0333,Kochi Airport Terminal,0,12,7,10.000022,76.253814,1,8,8.0,4,1,0,1,1,1,0,0,1,82.8,2,1,0,1,1,0,1,0,1,28.0,18117,77.0,227.5,4.0,1,4.0,3.9,17.0,1,2,87.8,Good,Low,3,2,2,1,28.0,5.519372999227288e-05,3.027586206896552,-1,2
LOC0334,Chennai Institute of Technology,2,4,11,13.100065,80.172302,0,59,17.0,3,1,1,1,1,0,0,0,0,90.0,2,0,0,1,1,1,1,1,2,14.0,3988,12.0,58.9,14.0,2,2.9,2.3,20.0,2,1,72.2,Average,Medium,3,1,1,2,28.0,0.0005013787916771,4.8133333333333335,-1,0
LOC0335,Nagpur City Park,6,17,9,21.28096,79.077643,1,21,10.0,1,0,1,0,1,0,0,0,0,82.7,0,0,2,1,0,0,0,0,0,18.0,612,2.0,16.7,19.0,9,2.7,2.1,19.0,0,1,46.3,Poor,High,1,1,3,0,0.0,0.0146818923327895,2.4368421052631577,-1,3
LOC0336,Indore City Bus Stop,1,9,8,22.703448,75.771324,1,7,7.0,1,0,0,1,1,0,0,0,0,91.9,2,0,0,0,0,0,1,0,0,11.0,701,9.0,9.9,24.0,7,1.9,2.0,19.0,1,1,43.5,Poor,High,1,1,0,1,0.0,0.0099715099715099,3.625,-1,1
LOC0337,Coimbatore Municipal Office,3,5,11,10.883037,76.839544,1,43,12.0,1,0,0,0,0,0,1,0,1,79.7,2,0,2,1,0,0,0,1,0,17.0,3750,15.0,37.9,14.0,5,2.6,2.4,7.0,1,0,29.3,Poor,High,2,0,3,1,0.0,0.0013329778725673,1.6277777777777778,-1,1
LOC0338,Patna Domestic Airport,0,19,2,25.686217,85.085509,1,1,1.0,3,1,1,0,1,1,0,1,1,85.2,1,1,2,1,1,1,1,0,0,31.0,5364,28.0,145.0,7.0,3,4.0,4.3,22.0,0,1,96.2,Excellent,Medium,3,3,4,1,0.0,0.0005591798695246,3.00625,-1,2
LOC0339,Patna City Bus Stop,1,19,2,25.479052,85.060093,1,19,4.0,1,0,0,0,0,0,0,0,0,81.3,0,0,1,0,0,0,1,0,0,14.0,2264,12.0,13.8,17.0,10,2.9,3.0,23.0,1,1,21.5,Poor,High,0,0,1,1,0.0,0.0044150110375275,1.4333333333333331,-1,1
LOC0340,Mumbai Bus Depot,1,15,9,19.025577,72.783636,1,39,19.0,1,0,0,0,0,1,0,0,0,72.5,0,2,0,1,0,0,1,0,1,5.0,2194,7.0,15.3,23.0,7,2.2,2.4,4.0,1,1,35.9,Poor,High,0,1,3,1,5.0,0.0031890660592255,5.983333333333333,-1,1
LOC0341,Thiruvananthapuram Government College,2,23,7,8.514066,76.972986,1,34,18.0,1,1,0,1,0,1,1,0,1,96.0,2,1,0,1,1,0,1,1,0,18.0,4410,23.0,46.2,22.0,6,2.7,2.8,16.0,1,2,73.5,Average,Medium,4,1,2,2,0.0,0.0013602357742008,3.8684210526315783,-1,1
LOC0342,Kolkata Tehsil Office,3,13,14,22.52367,88.279093,1,28,10.0,3,1,0,1,1,1,0,1,0,96.3,1,0,0,0,1,1,1,1,0,22.0,3204,14.0,38.6,20.0,6,3.7,3.4,10.0,1,1,88.8,Good,Medium,2,3,0,2,0.0,0.0018720748829953,3.860869565217391,-1,1
LOC0343,Nashik Municipal Office,3,18,9,20.146425,73.716723,1,34,16.0,2,1,0,0,0,0,1,0,0,77.0,0,0,0,1,0,0,1,1,2,36.0,2641,14.0,41.7,25.0,6,2.8,3.3,8.0,1,2,62.6,Average,Medium,2,0,1,2,72.0,0.0022710068130204,1.691891891891892,-1,1
LOC0344,Delhi Government College,2,6,4,28.693598,77.160803,0,13,13.0,1,1,0,1,0,0,0,1,1,84.5,2,1,2,1,1,1,0,1,0,10.0,844,4.0,63.0,13.0,5,3.8,3.7,12.0,1,0,56.5,Average,High,3,1,4,1,0.0,0.0059171597633136,5.136363636363637,-1,0
LOC0345,Chandigarh Public Garden,6,3,3,30.766167,76.738266,1,25,10.0,1,1,0,1,0,0,1,0,1,85.7,0,0,0,0,0,0,1,1,1,6.0,476,2.0,8.0,14.0,4,1.7,2.0,15.0,1,0,60.3,Average,Medium,4,0,0,2,6.0,0.0083857442348008,8.614285714285714,-1,3
