Location_ID,Location_Name,Location_Type,City,State,Latitude,Longitude,Ownership_Type,Building_Age_Years,Last_Renovation_Years_Ago,Number_of_Floors,Ramp_Available,Elevator_Available,Wheelchair_Entrance,Braille_Signage,Audio_Announcements,Accessible_Washroom,Tactile_Path,Reserved_Parking,Door_Width_cm,Footpath_Condition,Lighting,Safety_Level,CCTV_Available,Staff_Trained_Accessibility,Multilingual_Signage,Public_Transport_Nearby,Parking_Available,Crowd_Level,Average_Waiting_Time,Daily_Footfall,Staff_Count,Budget_Allocated_Lakh_INR,Complaint_Resolution_Days,Accessibility_Complaints,User_Rating,Google_Maps_Rating,Last_Inspection_Months,Lift_Condition,Emergency_Exit_Accessibility,Accessibility_Score,Accessibility_Category,Improvement_Priority
LOC0264,Surat Bus Stand,Bus Stop,Surat,Gujarat,21.282482,72.696544,Public,30,10,1,No,Yes,No,No,No,No,No,No,71.6,Poor,Good,Low,Yes,No,No,Yes,No,High,22,2327,10,17,10,10,2.5,2.8,1,Average,Partial,27.6,Poor,High
LOC0265,Thane Domestic Airport,Airport,Thane,Maharashtra,19.10933,72.978485,Public,5,5,2,Yes,Yes,Yes,No,No,Yes,Yes,No,97,Poor,Average,Medium,Yes,Yes,No,Yes,No,Medium,20,12223,50,213.9,12,3,3.5,3.6,15,Good,Partial,79.1,Good,Medium
LOC0266,Guwahati Bus Depot,Bus Stop,Guwahati,Assam,26.200944,91.793587,Public,33,22,1,Yes,No,Yes,No,No,No,Yes,No,99.3,Poor,Average,Low,No,No,No,Yes,No,High,2,1386,12,10.6,15,6,2.6,2.9,2,NA,Yes,44,Poor,High
LOC0267,Indore City Park,Park,Indore,Madhya Pradesh,22.784133,75.894066,Public,34,15,1,Yes,No,No,Yes,No,Yes,Yes,Yes,84.5,Poor,Poor,Low,No,No,Yes,Yes,Yes,High,7,2236,10,19.9,24,11,3,3,4,NA,No,30.4,Poor,High
LOC0268,Lucknow Degree College,College,Lucknow,Uttar Pradesh,26.938089,81.0696,Public,33,5,3,Yes,Yes,No,No,Yes,No,Yes,No,86.5,Good,Average,Low,Yes,Yes,No,No,No,Medium,11,4475,16,45.3,21,5,3.4,3.5,19,Poor,Partial,62.2,Average,Medium
LOC0269,Kolkata Multispeciality Hospital,Hospital,Kolkata,West Bengal,22.515099,88.383494,Private,46,11,4,Yes,Yes,Yes,No,No,Yes,No,Yes,100.5,Good,Poor,Medium,Yes,No,No,No,No,Medium,9,4138,22,101.4,16,4,3.9,4.1,3,Average,Yes,80.5,Good,Medium
LOC0270,Nagpur International Airport,Airport,Nagpur,Maharashtra,21.017298,79.034176,Public,4,2,5,No,Yes,Yes,No,No,No,Yes,Yes,88.9,Good,Average,Medium,Yes,Yes,No,Yes,Yes,Medium,20,14605,65,172.4,2,1,3.6,3.5,20,Good,Yes,88.3,Good,Low
LOC0271,Hyderabad Multispeciality Hospital,Hospital,Hyderabad,Telangana,17.413028,78.558453,Private,24,18,4,Yes,Yes,No,No,No,Yes,No,Yes,83.6,Good,Average,Medium,Yes,No,No,No,No,Medium,18,4222,18,132.7,4,1,4.5,4.8,17,Good,Yes,88.4,Good,Low
LOC0272,Hyderabad City Park,Park,Hyderabad,Telangana,17.238655,78.484248,Public,24,18,1,No,No,No,No,No,No,No,No,76.8,Poor,Poor,Medium,No,No,No,No,No,Medium,3,1169,10,17.3,15,3,3.6,3.4,5,NA,No,19.2,Poor,High
LOC0273,Thiruvananthapuram Domestic Airport,Airport,Thiruvananthapuram,Kerala,8.441608,77.055763,Private,23,5,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,101.4,Average,Average,High,Yes,No,No,No,No,Low,9,13449,59,167.9,9,2,4,3.9,1,Poor,Yes,97.8,Excellent,Low
LOC0274,Coimbatore Heritage Fort,Tourist Attraction,Coimbatore,Tamil Nadu,11.091294,76.993519,Public,17,14,1,Yes,No,Yes,Yes,No,Yes,No,No,92.6,Average,Average,Low,Yes,Yes,Yes,Yes,Yes,Medium,3,223,3,15.4,13,4,3.1,3.1,19,NA,No,63.3,Average,Medium
LOC0275,Hyderabad Heritage Fort,Tourist Attraction,Hyderabad,Telangana,17.500234,78.517391,Public,200,45,1,No,No,No,Yes,No,Yes,No,No,61.5,Average,Average,Low,Yes,No,No,Yes,Yes,High,14,387,8,23.6,23,6,2.4,2,19,NA,Partial,29.1,Poor,High
LOC0276,Visakhapatnam Green Park,Park,Visakhapatnam,Andhra Pradesh,17.689469,83.207442,Private,33,5,1,No,No,No,Yes,No,No,Yes,No,83,Average,Poor,High,Yes,No,No,No,Yes,High,4,2124,9,22.6,16,5,2.2,2.2,23,NA,Partial,41.3,Poor,High
LOC0277,Indore City Bus Stop,Bus Stop,Indore,Madhya Pradesh,22.637237,75.915727,Private,24,11,1,No,No,No,No,No,Yes,No,No,78.5,Poor,Average,Low,No,No,No,Yes,No,High,4,651,2,10.3,17,4,2.8,3,18,NA,No,17.3,Poor,High
LOC0278,Chandigarh Green Park,Park,Chandigarh,Chandigarh,30.859175,76.726881,Public,9,2,1,Yes,Yes,No,No,Yes,No,No,No,82.6,Poor,Average,Low,Yes,No,Yes,Yes,No,Low,6,2232,6,22.8,17,4,3.6,3.7,18,Poor,No,42.5,Poor,High
LOC0279,Kolkata Central Park,Park,Kolkata,West Bengal,22.484935,88.30325,Public,35,12,1,No,No,Yes,No,No,Yes,No,No,91.5,Average,Average,Low,Yes,Yes,Yes,Yes,No,Medium,23,2869,7,28.2,22,6,2.9,2.8,1,NA,No,43.3,Poor,High
LOC0280,Indore Multispeciality Hospital,Hospital,Indore,Madhya Pradesh,22.866622,75.942901,Private,59,13,2,Yes,Yes,No,Yes,Yes,Yes,No,No,84.2,Average,Good,Low,Yes,Yes,Yes,Yes,Yes,High,11,3820,19,121.5,9,6,3,3.1,13,Good,Yes,77.1,Good,Medium
LOC0281,Pune Institute of Technology,College,Pune,Maharashtra,18.590565,73.845463,Public,30,11,3,Yes,Yes,No,Yes,Yes,Yes,Yes,No,81.2,Average,Average,Medium,Yes,Yes,No,No,Yes,High,39,4412,16,32.4,24,7,1.6,1,2,Average,No,66.1,Average,Medium
LOC0282,Bengaluru Junction,Railway Station,Bengaluru,Karnataka,13.114255,77.631029,Public,51,20,3,Yes,No,Yes,Yes,No,No,No,No,94.5,Average,Good,High,No,No,No,Yes,No,Low,17,10546,46,108.4,13,5,2.1,1.7,12,NA,Partial,70.5,Average,Medium
LOC0283,Chandigarh Multispeciality Hospital,Hospital,Chandigarh,Chandigarh,30.717344,76.653102,Private,44,20,4,Yes,Yes,Yes,No,Yes,Yes,Yes,No,94.2,Good,Good,High,Yes,Yes,No,Yes,Yes,Medium,22,4380,18,130.5,10,1,3.5,3.5,14,Average,Yes,100,Excellent,Low
LOC0284,Jaipur Government College,College,Jaipur,Rajasthan,26.834116,75.884545,Private,24,13,3,No,Yes,Yes,No,No,Yes,No,Yes,80.9,Poor,Average,High,No,No,Yes,No,No,Low,28,2766,10,60,13,3,3.6,3.3,4,Good,Yes,72.2,Average,Medium
LOC0285,Mysuru Collectorate Office,Government Office,Mysuru,Karnataka,12.374317,76.749711,Public,54,27,2,No,No,No,No,No,Yes,No,No,62.4,Good,Average,High,No,No,Yes,Yes,No,Medium,30,4573,22,43.1,21,5,2.2,2.1,17,NA,No,43,Poor,Medium
LOC0286,Kanpur Government College,College,Kanpur,Uttar Pradesh,26.472807,80.333914,Private,39,9,1,No,Yes,Yes,No,Yes,No,Yes,Yes,91.6,Good,Poor,Medium,Yes,No,Yes,No,Yes,High,5,3548,10,74,12,3,3.2,3.3,9,Average,Yes,73.5,Average,Medium
LOC0287,Pune Municipal Office,Government Office,Pune,Maharashtra,18.567929,73.828008,Public,72,27,2,Yes,Yes,No,No,No,No,No,No,75.4,Average,Average,Medium,Yes,No,No,Yes,Yes,Low,7,4983,22,51.6,6,3,2.7,2.8,13,Average,Yes,63.4,Average,Medium
LOC0288,Nashik Tehsil Office,Government Office,Nashik,Maharashtra,19.889672,73.792755,Public,57,21,2,No,No,No,Yes,Yes,No,Yes,No,85.6,Average,Poor,Medium,No,Yes,No,No,Yes,Low,39,2896,15,43.4,17,7,2.6,2.2,11,NA,No,38.4,Poor,High
LOC0289,Bhopal Railway Station,Railway Station,Bhopal,Madhya Pradesh,23.244437,77.41669,Public,36,18,3,No,No,Yes,No,Yes,Yes,No,No,84.5,Average,Good,Medium,No,Yes,No,Yes,Yes,High,44,10659,42,95.1,16,9,2.8,2.9,5,NA,Yes,57.8,Average,High
LOC0290,Indore Government College,College,Indore,Madhya Pradesh,22.79793,75.908769,Public,11,4,2,No,No,Yes,No,No,No,Yes,Yes,93.4,Average,Average,Medium,Yes,No,No,Yes,No,Low,29,1958,6,45.3,12,5,2.2,2.4,9,NA,Partial,58,Average,Medium
LOC0291,Kolkata Temple Complex,Tourist Attraction,Kolkata,West Bengal,22.649872,88.455228,Public,44,23,1,No,Yes,No,No,No,Yes,No,Yes,79.2,Average,Average,Medium,No,No,Yes,Yes,Yes,Medium,24,2309,12,26.5,14,3,2.2,2,11,Good,No,53,Poor,Medium
LOC0292,Bhopal Airport Terminal,Airport,Bhopal,Madhya Pradesh,23.359748,77.43093,Public,19,4,5,Yes,Yes,Yes,No,Yes,No,No,No,94.7,Average,Average,Medium,Yes,Yes,Yes,No,Yes,Medium,11,15300,61,194.2,13,2,3.6,3.5,15,Average,Yes,84.3,Good,Low
LOC0293,Mumbai Collectorate Office,Government Office,Mumbai,Maharashtra,19.071181,72.782985,Public,69,15,3,Yes,Yes,No,No,Yes,Yes,No,Yes,74.1,Average,Average,Low,Yes,Yes,No,No,No,Medium,6,4425,18,32.1,20,6,2.9,2.8,16,Good,Partial,57.3,Average,Medium
LOC0294,Chennai Junction,Railway Station,Chennai,Tamil Nadu,13.100695,80.305473,Public,24,8,3,No,No,No,Yes,No,No,No,No,68.2,Average,Good,Low,No,No,No,Yes,No,High,7,3570,10,79.2,8,9,2.4,2.4,17,NA,Partial,30.6,Poor,High
LOC0295,Nagpur City Centre Mall,Mall,Nagpur,Maharashtra,21.256203,79.061595,Private,21,7,5,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,97.9,Poor,Poor,Medium,Yes,Yes,No,Yes,Yes,Medium,20,15419,60,185.6,14,0,4.5,4.4,9,Average,Partial,84.2,Good,Medium
LOC0296,Nashik City Bus Stop,Bus Stop,Nashik,Maharashtra,20.023413,73.750629,Public,3,3,1,Yes,No,No,No,No,No,No,No,86.9,Poor,Good,Medium,No,Yes,No,Yes,No,High,23,969,2,11.4,23,8,3.2,3,17,NA,No,35.4,Poor,High
LOC0297,Coimbatore Grand Mall,Mall,Coimbatore,Tamil Nadu,11.11497,76.984761,Private,11,4,2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,88.2,Poor,Good,Medium,Yes,Yes,No,Yes,Yes,Low,43,3241,11,129.1,7,1,4,3.7,9,Good,Yes,93.8,Excellent,Medium
LOC0298,Bhopal City Centre Mall,Mall,Bhopal,Madhya Pradesh,23.282656,77.317357,Private,22,12,7,No,Yes,Yes,Yes,Yes,Yes,No,No,90.8,Average,Good,Medium,Yes,Yes,Yes,Yes,No,High,22,8591,34,147.4,5,3,2.8,2.5,2,Poor,Yes,84,Good,Medium
LOC0299,Jaipur Temple Complex,Tourist Attraction,Jaipur,Rajasthan,26.865719,75.693418,Public,112,28,1,No,Yes,Yes,No,Yes,No,No,No,84.7,Poor,Good,Low,No,Yes,No,Yes,Yes,Medium,24,677,2,17.6,22,7,2.9,3.5,7,Average,No,34.8,Poor,High
LOC0300,Jaipur Collectorate Office,Government Office,Jaipur,Rajasthan,26.831118,75.858509,Public,28,4,1,Yes,Yes,No,No,No,No,Yes,No,82.1,Average,Average,High,No,No,No,No,Yes,Low,32,3644,8,46.6,19,3,2.8,2.7,23,Average,No,60.7,Average,Low
LOC0301,Jaipur Shopping Mall,Mall,Jaipur,Rajasthan,26.89195,75.850743,Private,15,12,5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,76.7,Good,Average,Low,Yes,No,Yes,No,Yes,Medium,13,13315,52,135.6,9,3,3.6,3.6,13,Poor,Yes,83.8,Good,Medium
LOC0302,Kolkata Heritage Fort,Tourist Attraction,Kolkata,West Bengal,22.429381,88.246237,Public,136,30,1,No,No,No,No,No,No,Yes,No,72.1,Good,Average,Medium,No,No,No,Yes,Yes,Low,3,488,2,22.1,19,8,1.6,1.7,19,NA,No,30.7,Poor,High
LOC0303,Bhopal Domestic Airport,Airport,Bhopal,Madhya Pradesh,23.15908,77.363979,Private,2,2,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,95.1,Average,Poor,Medium,Yes,Yes,No,Yes,Yes,Low,14,15847,75,191.1,5,0,4,4.3,6,Average,Yes,100,Excellent,Medium
LOC0304,Hyderabad City Hospital,Hospital,Hyderabad,Telangana,17.29189,78.342124,Public,47,15,6,No,Yes,Yes,No,Yes,Yes,No,Yes,86.2,Poor,Poor,High,No,No,No,Yes,Yes,Low,34,1373,12,57.9,13,4,2.3,2.2,8,Good,No,52.3,Poor,High
LOC0305,Thiruvananthapuram International Airport,Airport,Thiruvananthapuram,Kerala,8.504503,77.018939,Public,24,21,7,No,Yes,No,Yes,Yes,Yes,No,Yes,76.9,Average,Average,Medium,Yes,No,Yes,Yes,Yes,Low,27,19547,85,241.7,1,1,3.4,3.8,21,Good,Yes,85.4,Good,Low
LOC0306,Mysuru Central Station,Railway Station,Mysuru,Karnataka,12.433041,76.539488,Public,59,26,1,Yes,No,No,No,No,No,No,No,85.2,Average,Average,High,Yes,Yes,No,Yes,Yes,Medium,23,10104,37,97.1,14,6,3.1,3.2,2,NA,Partial,57.8,Average,Medium
LOC0307,Patna City Hospital,Hospital,Patna,Bihar,25.587709,85.22529,Private,47,17,4,Yes,No,No,No,No,Yes,No,Yes,75.8,Good,Good,Low,No,No,No,No,No,Medium,25,2859,20,110.2,13,4,4.7,5,0,NA,No,57.7,Average,Medium
LOC0308,Thiruvananthapuram Junction,Railway Station,Thiruvananthapuram,Kerala,8.480729,76.977853,Public,84,15,1,No,Yes,Yes,No,No,No,No,No,83.6,Average,Average,Low,No,No,No,Yes,Yes,High,9,15179,52,76.9,9,5,2.4,2.4,7,Average,Yes,41.2,Poor,High
LOC0309,Thane Plaza Mall,Mall,Thane,Maharashtra,19.144301,73.003198,Private,24,21,5,Yes,Yes,Yes,Yes,Yes,Yes,No,No,96.8,Poor,Poor,Medium,Yes,No,No,No,Yes,High,17,15785,70,139,4,5,2.7,2.7,0,Good,Yes,73.8,Average,High
LOC0310,Surat Plaza Mall,Mall,Surat,Gujarat,21.247709,72.794909,Private,18,18,7,Yes,Yes,Yes,No,No,No,Yes,Yes,90.3,Average,Good,Medium,Yes,Yes,No,No,No,Medium,9,8143,35,134.6,13,1,4.1,3.9,20,Poor,Partial,81.9,Good,Low
LOC0311,Udaipur Multispeciality Hospital,Hospital,Udaipur,Rajasthan,24.711418,73.63112,Private,24,12,5,No,No,Yes,Yes,No,No,No,Yes,88.6,Good,Good,High,No,No,No,Yes,No,High,34,2767,15,56.5,14,2,3,3.2,15,NA,Yes,74.4,Average,Medium
LOC0312,Chennai Tehsil Office,Government Office,Chennai,Tamil Nadu,13.050459,80.389769,Public,60,21,1,No,Yes,No,Yes,No,No,No,No,77.3,Average,Average,Medium,Yes,No,Yes,No,Yes,Low,38,1904,8,34.4,14,3,2.2,2.2,20,Good,No,51.7,Poor,Medium
LOC0313,Bengaluru Tehsil Office,Government Office,Bengaluru,Karnataka,13.015931,77.712435,Public,47,18,3,No,No,No,Yes,Yes,No,No,Yes,77.8,Average,Good,Low,Yes,No,No,Yes,Yes,Medium,22,3305,10,46.7,15,5,3,3.2,0,NA,No,45.5,Poor,High
LOC0314,Nashik International Airport,Airport,Nashik,Maharashtra,20.026105,73.722676,Public,16,2,6,Yes,No,Yes,No,Yes,Yes,Yes,No,95.8,Poor,Poor,Medium,Yes,No,Yes,Yes,No,Medium,32,4977,26,111.2,2,1,4.3,4,0,NA,Yes,72.4,Average,Medium
LOC0315,Mumbai Grand Mall,Mall,Mumbai,Maharashtra,18.986284,72.782446,Private,4,4,6,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,102.6,Poor,Average,Medium,Yes,No,Yes,No,No,Medium,28,15361,57,161.3,10,0,4.9,4.9,14,Good,Yes,97.2,Excellent,Medium
LOC0316,Guwahati Domestic Airport,Airport,Guwahati,Assam,26.121687,91.84048,Public,18,10,3,Yes,Yes,Yes,No,Yes,No,No,No,96,Poor,Average,High,Yes,No,No,Yes,No,Low,19,19722,86,238.5,1,1,3.6,3.5,19,Good,No,74.9,Average,Medium
LOC0317,Delhi Heritage Fort,Tourist Attraction,Delhi,Delhi,28.755726,77.110591,Public,10,7,1,No,No,No,No,Yes,No,No,No,83.5,Good,Average,Medium,No,Yes,No,Yes,Yes,Low,17,2295,13,30.1,22,6,1.5,1,21,NA,No,44.4,Poor,High
LOC0318,Chennai City Hospital,Hospital,Chennai,Tamil Nadu,13.153924,80.375965,Public,32,15,3,Yes,Yes,Yes,No,Yes,No,Yes,No,90.4,Poor,Good,Medium,Yes,Yes,No,No,Yes,Low,28,1226,5,98.5,15,3,1.9,2.5,4,Good,Yes,82.1,Good,Medium
LOC0319,Thane Grand Mall,Mall,Thane,Maharashtra,19.076888,73.047988,Private,19,17,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,92.9,Good,Poor,Low,Yes,Yes,Yes,Yes,Yes,Low,44,14472,64,115,8,1,4.9,5,11,Average,Partial,93.8,Excellent,Medium
LOC0320,Kochi Tehsil Office,Government Office,Kochi,Kerala,10.02116,76.403928,Public,52,27,1,No,No,No,No,No,No,Yes,No,82.4,Poor,Good,High,No,No,No,Yes,No,Medium,28,2505,7,24.9,15,4,2,2.6,13,NA,Partial,39.4,Poor,High
LOC0321,Hyderabad Government College,College,Hyderabad,Telangana,17.402892,78.456197,Public,29,5,2,Yes,No,Yes,No,No,No,No,No,92.2,Average,Average,Medium,No,No,No,Yes,Yes,High,11,597,3,47.1,16,8,2.8,2.7,1,NA,No,46.8,Poor,High
LOC0322,Lucknow Grand Mall,Mall,Lucknow,Uttar Pradesh,26.811224,80.802293,Private,11,6,4,Yes,Yes,Yes,Yes,Yes,No,Yes,No,100.1,Good,Average,Low,Yes,No,Yes,Yes,Yes,Low,16,7214,25,132.4,12,3,3.1,3.1,22,Good,Yes,96.3,Excellent,Medium
LOC0323,Hyderabad Airport Terminal,Airport,Hyderabad,Telangana,17.49208,78.435974,Public,12,12,5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,83.7,Good,Good,Medium,Yes,Yes,Yes,Yes,Yes,Low,44,9297,41,189.5,7,2,3,3.1,23,Average,Yes,100,Excellent,Low
LOC0324,Hyderabad Airport Terminal,Airport,Hyderabad,Telangana,17.404718,78.372857,Private,8,6,6,Yes,Yes,Yes,No,Yes,Yes,No,Yes,102.9,Average,Average,Medium,Yes,Yes,No,Yes,No,Medium,9,10364,49,230.1,1,0,3.6,3.3,21,Good,Yes,97.3,Excellent,Low
LOC0325,Visakhapatnam Institute of Technology,College,Visakhapatnam,Andhra Pradesh,17.70345,83.284047,Private,28,13,2,Yes,Yes,No,Yes,No,Yes,No,Yes,88.5,Good,Good,Low,Yes,Yes,Yes,No,Yes,Medium,17,1585,4,42,22,3,2.7,2.6,1,Average,Partial,82.7,Good,Medium
LOC0326,Indore Railway Station,Railway Station,Indore,Madhya Pradesh,22.681634,75.733304,Public,49,14,2,No,Yes,Yes,No,No,Yes,No,No,89.1,Good,Poor,Low,Yes,No,No,Yes,No,Medium,17,14592,55,111.2,15,3,3.2,3,21,Good,No,46.9,Poor,High
LOC0327,Patna Grand Mall,Mall,Patna,Bihar,25.61849,85.044856,Private,22,7,4,No,Yes,Yes,Yes,No,Yes,Yes,Yes,89.4,Poor,Average,High,Yes,Yes,No,Yes,Yes,High,44,18856,84,162.9,10,4,3.7,3.5,15,Poor,Yes,76.2,Good,Medium
LOC0328,Patna Medical Center,Hospital,Patna,Bihar,25.736687,85.270924,Private,26,22,7,Yes,No,No,Yes,No,Yes,Yes,Yes,83.6,Average,Good,Medium,Yes,Yes,Yes,No,Yes,Low,13,997,7,100.9,9,0,4,4.3,4,NA,Yes,91.7,Excellent,Low
LOC0329,Jaipur Grand Mall,Mall,Jaipur,Rajasthan,26.901405,75.722415,Private,8,2,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,89.5,Average,Average,Medium,Yes,Yes,No,Yes,Yes,Medium,10,10526,46,174.7,3,0,3.6,3.5,16,Poor,Partial,88.2,Good,Low
LOC0330,Nashik Plaza Mall,Mall,Nashik,Maharashtra,19.93029,73.841851,Public,3,3,5,Yes,Yes,No,Yes,No,No,No,No,75.4,Average,Poor,Low,Yes,Yes,No,No,Yes,Low,8,15440,67,156,6,2,3.9,3.7,11,Good,Partial,65.8,Average,Medium
LOC0331,Coimbatore Plaza Mall,Mall,Coimbatore,Tamil Nadu,10.907534,76.91575,Private,17,17,5,Yes,Yes,Yes,No,Yes,Yes,Yes,No,93.5,Good,Average,Low,Yes,Yes,No,No,No,Medium,19,17005,66,144.2,6,2,4.2,4.2,18,Average,Yes,92.9,Excellent,Medium
LOC0332,Jaipur Botanical Garden,Tourist Attraction,Jaipur,Rajasthan,27.003544,75.759834,Public,23,17,1,No,Yes,Yes,Yes,Yes,No,No,Yes,94.3,Poor,Average,Low,Yes,No,No,No,Yes,High,6,566,3,23.5,13,5,2.8,2.7,12,Average,Partial,53.1,Poor,High
LOC0333,Kochi Airport Terminal,Airport,Kochi,Kerala,10.000022,76.253814,Public,8,8,4,Yes,No,Yes,Yes,Yes,No,No,Yes,82.8,Poor,Good,High,Yes,Yes,No,Yes,No,Low,28,18117,77,227.5,4,1,4,3.9,17,NA,Yes,87.8,Good,Low
LOC0334,Chennai Institute of Technology,College,Chennai,Tamil Nadu,13.100065,80.172302,Private,59,17,3,Yes,Yes,Yes,Yes,No,No,No,No,90,Poor,Average,High,Yes,Yes,Yes,Yes,Yes,Medium,14,3988,12,58.9,14,2,2.9,2.3,20,Poor,Partial,72.2,Average,Medium
LOC0335,Nagpur City Park,Park,Nagpur,Maharashtra,21.28096,79.077643,Public,21,10,1,No,Yes,No,Yes,No,No,No,No,82.7,Average,Average,Medium,Yes,No,No,No,No,High,18,612,2,16.7,19,9,2.7,2.1,19,Average,Partial,46.3,Poor,High
LOC0336,Indore City Bus Stop,Bus Stop,Indore,Madhya Pradesh,22.703448,75.771324,Public,7,7,1,No,No,Yes,Yes,No,No,No,No,91.9,Poor,Average,High,No,No,No,Yes,No,High,11,701,9,9.9,24,7,1.9,2,19,NA,Partial,43.5,Poor,High
LOC0337,Coimbatore Municipal Office,Government Office,Coimbatore,Tamil Nadu,10.883037,76.839544,Public,43,12,1,No,No,No,No,No,Yes,No,Yes,79.7,Poor,Average,Medium,Yes,No,No,No,Yes,High,17,3750,15,37.9,14,5,2.6,2.4,7,NA,No,29.3,Poor,High
LOC0338,Patna Domestic Airport,Airport,Patna,Bihar,25.686217,85.085509,Public,1,1,3,Yes,Yes,No,Yes,Yes,No,Yes,Yes,85.2,Good,Good,Medium,Yes,Yes,Yes,Yes,No,High,31,5364,28,145,7,3,4,4.3,22,Average,Partial,96.2,Excellent,Medium
LOC0339,Patna City Bus Stop,Bus Stop,Patna,Bihar,25.479052,85.060093,Public,19,4,1,No,No,No,No,No,No,No,No,81.3,Average,Average,Low,No,No,No,Yes,No,High,14,2264,12,13.8,17,10,2.9,3,23,NA,Partial,21.5,Poor,High
LOC0340,Mumbai Bus Depot,Bus Stop,Mumbai,Maharashtra,19.025577,72.783636,Public,39,19,1,No,No,No,No,Yes,No,No,No,72.5,Average,Poor,High,Yes,No,No,Yes,No,Low,5,2194,7,15.3,23,7,2.2,2.4,4,NA,Partial,35.9,Poor,High
LOC0341,Thiruvananthapuram Government College,College,Thiruvananthapuram,Kerala,8.514066,76.972986,Public,34,18,1,Yes,No,Yes,No,Yes,Yes,No,Yes,96,Poor,Good,High,Yes,Yes,No,Yes,Yes,High,18,4410,23,46.2,22,6,2.7,2.8,16,NA,Yes,73.5,Average,Medium
LOC0342,Kolkata Tehsil Office,Government Office,Kolkata,West Bengal,22.52367,88.279093,Public,28,10,3,Yes,No,Yes,Yes,Yes,No,Yes,No,96.3,Good,Average,High,No,Yes,Yes,Yes,Yes,High,22,3204,14,38.6,20,6,3.7,3.4,10,NA,Partial,88.8,Good,Medium
LOC0343,Nashik Municipal Office,Government Office,Nashik,Maharashtra,20.146425,73.716723,Public,34,16,2,Yes,No,No,No,No,Yes,No,No,77,Average,Average,High,Yes,No,No,Yes,Yes,Medium,36,2641,14,41.7,25,6,2.8,3.3,8,NA,Yes,62.6,Average,Medium
LOC0344,Delhi Government College,College,Delhi,Delhi,28.693598,77.160803,Private,13,13,1,Yes,No,Yes,No,No,No,Yes,Yes,84.5,Poor,Good,Medium,Yes,Yes,Yes,No,Yes,High,10,844,4,63,13,5,3.8,3.7,12,NA,No,56.5,Average,High
LOC0345,Chandigarh Public Garden,Park,Chandigarh,Chandigarh,30.766167,76.738266,Public,25,10,1,Yes,No,Yes,No,No,Yes,No,Yes,85.7,Average,Average,High,No,No,No,Yes,Yes,Low,6,476,2,8,14,4,1.7,2,15,NA,No,60.3,Average,Medium
LOC0346,Udaipur Junction,Railway Station,Udaipur,Rajasthan,24.534784,73.737874,Public,64,27,2,Yes,No,Yes,Yes,No,Yes,Yes,No,96.1,Average,Average,High,Yes,Yes,No,Yes,No,High,24,16905,70,121.1,15,8,2.2,2.1,15,NA,No,65.4,Average,Medium
LOC0347,Hyderabad Health Centre,Hospital,Hyderabad,Telangana,17.515084,78.615963,Public,26,4,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,98.4,Good,Good,Low,No,Yes,Yes,Yes,No,Medium,24,727,6,75.1,14,2,3.8,3.7,12,Average,Yes,100,Excellent,Medium
LOC0348,Thane City Park,Park,Thane,Maharashtra,19.276421,73.073964,Public,12,7,1,No,No,Yes,Yes,No,No,No,Yes,85.4,Average,Poor,Medium,Yes,Yes,Yes,No,Yes,Low,19,1514,6,17.8,17,4,2,1.9,6,NA,Yes,57.3,Average,Medium
LOC0349,Kochi Bus Stand,Bus Stop,Kochi,Kerala,9.79373,76.154002,Public,3,3,1,No,No,No,No,No,No,No,No,74.2,Good,Average,Medium,No,No,No,Yes,No,High,4,1881,10,15.5,18,8,1.9,1.8,18,NA,No,29.1,Poor,High
LOC0350,Kolkata Central Park,Park,Kolkata,West Bengal,22.570303,88.384573,Public,8,5,1,No,Yes,No,No,No,No,No,No,80.6,Poor,Poor,Low,No,No,Yes,Yes,No,Medium,8,505,7,11.1,13,2,3.2,3.3,20,Average,Yes,32.3,Poor,High
LOC0351,Lucknow District Office,Government Office,Lucknow,Uttar Pradesh,26.975463,80.913128,Public,24,22,1,Yes,Yes,No,No,No,No,Yes,Yes,75.5,Average,Average,Low,Yes,Yes,Yes,Yes,Yes,Low,10,4126,15,50.2,24,5,1.9,1.9,19,Average,No,53.6,Poor,High
LOC0352,Jaipur City Bus Stop,Bus Stop,Jaipur,Rajasthan,26.984606,75.880977,Public,6,6,1,No,No,Yes,No,No,No,No,Yes,87.6,Poor,Poor,Low,No,No,No,Yes,Yes,Medium,18,368,2,7.2,22,5,3.7,3,17,NA,Partial,25.7,Poor,High
LOC0353,Guwahati District Office,Government Office,Guwahati,Assam,26.145271,91.810245,Public,42,13,1,No,Yes,No,No,No,No,Yes,Yes,70.4,Average,Good,Low,Yes,No,No,No,Yes,Low,26,3987,17,40.5,16,5,2.1,2,11,Average,Partial,47,Poor,High
