Location_ID,Location_Name,Location_Type,City,State,Latitude,Longitude,Ownership_Type,Building_Age_Years,Last_Renovation_Years_Ago,Number_of_Floors,Ramp_Available,Elevator_Available,Wheelchair_Entrance,Braille_Signage,Audio_Announcements,Accessible_Washroom,Tactile_Path,Reserved_Parking,Door_Width_cm,Footpath_Condition,Lighting,Safety_Level,CCTV_Available,Staff_Trained_Accessibility,Multilingual_Signage,Public_Transport_Nearby,Parking_Available,Crowd_Level,Average_Waiting_Time,Daily_Footfall,Staff_Count,Budget_Allocated_Lakh_INR,Complaint_Resolution_Days,Accessibility_Complaints,User_Rating,Google_Maps_Rating,Last_Inspection_Months,Lift_Condition,Emergency_Exit_Accessibility,Accessibility_Score,Accessibility_Category,Improvement_Priority
LOC0103,Mysuru District Office,3,16,6,12.253022,76.53827,1,59,15.0,2,0,0,1,1,0,1,1,0,83.1,2,2,0,0,0,0,1,1,1,5.0,1387,11.0,37.4,26.0,7,3.4,3.3,8.0,1,0,42.2,Poor,High
LOC0104,Nagpur Lake View Point,8,17,9,21.155104,79.00213,1,21,12.0,1,0,1,1,0,0,1,1,1,89.9,2,1,2,1,1,0,1,1,2,5.0,2536,12.0,23.0,20.0,4,2.7,3.0,17.0,0,1,65.5,Average,Medium
LOC0105,Pune Institute of Technology,2,20,9,18.587839,73.752563,0,37,24.0,2,0,1,1,0,0,1,1,0,99.2,0,2,2,1,0,0,0,0,1,9.0,4338,21.0,64.4,18.0,1,3.2,3.1,16.0,1,1,64.4,Average,Medium
LOC0106,Thiruvananthapuram Museum,8,23,7,8.549426,76.924365,1,79,25.0,1,1,1,0,1,0,0,0,0,82.9,2,0,1,1,1,1,1,1,1,14.0,757,5.0,16.2,23.0,6,2.1,2.7,13.0,1,0,44.5,Poor,High
LOC0107,Bengaluru City Centre Mall,5,1,6,12.910322,77.485769,0,17,8.0,3,1,0,1,1,1,1,1,1,95.2,1,1,0,1,1,0,0,1,0,25.0,3823,16.0,91.6,14.0,3,2.4,2.3,0.0,1,2,100.0,Excellent,Low
LOC0108,Mysuru Tehsil Office,3,16,6,12.19838,76.647682,1,77,31.0,2,1,0,0,1,0,0,0,0,76.4,0,1,0,0,0,0,0,0,1,9.0,3749,18.0,44.2,18.0,3,2.8,2.8,15.0,1,2,64.1,Average,Low
LOC0109,Kochi Museum,8,12,7,9.92533,76.22847,1,123,21.0,1,1,0,0,0,0,0,0,0,83.1,0,1,1,1,0,0,1,1,1,16.0,987,6.0,23.2,18.0,7,2.4,3.0,1.0,1,0,34.8,Poor,High
LOC0110,Coimbatore Railway Station,7,5,11,11.072621,76.929608,1,67,27.0,1,0,1,1,0,0,1,0,0,79.4,2,1,1,0,1,0,1,1,1,14.0,12322,56.0,100.2,14.0,2,3.3,2.9,1.0,1,0,50.5,Poor,High
LOC0111,Ahmedabad Botanical Garden,8,0,5,23.092195,72.569386,1,5,5.0,1,0,1,0,1,0,0,1,0,68.5,0,0,2,0,1,0,1,1,0,4.0,2472,12.0,23.9,16.0,8,1.9,1.6,13.0,1,0,49.5,Poor,High
LOC0112,Guwahati Collectorate Office,3,7,1,26.076295,91.623062,1,26,22.0,1,0,1,0,1,0,1,0,1,78.8,1,0,1,0,1,0,1,1,1,21.0,3423,15.0,35.8,18.0,7,1.9,2.1,7.0,2,2,64.0,Average,Medium
LOC0113,Ahmedabad Lake View Point,8,0,5,23.13788,72.483601,1,147,42.0,1,0,0,0,0,0,1,0,0,72.9,1,0,1,0,0,0,1,0,0,2.0,1638,2.0,27.9,21.0,11,1.0,1.0,20.0,1,1,18.6,Poor,High
LOC0114,Thane Grand Mall,5,22,9,19.088859,73.062433,1,1,0.0,4,1,1,1,1,1,1,0,0,95.8,1,1,2,1,1,0,0,1,1,8.0,19783,71.0,154.6,5.0,0,3.3,3.4,10.0,0,1,100.0,Excellent,Low
LOC0115,Mumbai International Airport,0,15,9,19.008767,72.7645,0,9,9.0,3,1,1,1,0,0,1,1,0,100.9,0,0,2,1,0,1,1,1,1,7.0,14022,65.0,210.7,11.0,1,3.7,3.9,12.0,1,2,95.5,Excellent,Low
LOC0116,Thane Grand Mall,5,22,9,19.078357,72.865799,0,3,3.0,7,1,1,0,1,0,1,1,1,76.6,1,2,2,1,0,1,1,0,0,14.0,16644,65.0,173.0,10.0,1,3.4,3.4,5.0,1,2,90.9,Excellent,Medium
LOC0117,Patna Museum,8,19,2,25.535812,85.085127,1,31,13.0,1,0,0,0,1,1,0,1,1,79.1,0,0,1,0,0,0,0,1,1,7.0,2147,11.0,26.0,14.0,5,3.0,3.2,2.0,1,2,55.3,Average,Medium
LOC0118,Pune City Centre Mall,5,20,9,18.559748,73.877351,0,25,12.0,7,1,1,1,1,1,1,1,0,88.6,2,1,0,1,1,1,1,1,0,18.0,12833,51.0,200.2,15.0,5,4.2,4.4,0.0,0,2,97.6,Excellent,Medium
LOC0119,Coimbatore Green Park,6,5,11,10.967645,77.084805,1,49,17.0,1,0,1,1,1,0,1,0,0,82.0,2,2,2,0,0,0,0,1,1,22.0,1310,2.0,13.6,15.0,9,2.7,3.3,20.0,0,1,42.7,Poor,High
LOC0120,Guwahati City Bus Stop,1,7,1,26.164735,91.860522,1,15,15.0,1,0,0,0,0,0,0,0,0,81.3,2,2,2,0,0,0,1,0,0,4.0,243,4.0,6.4,16.0,6,2.1,2.2,22.0,1,0,8.9,Poor,High
LOC0121,Kochi City Hospital,4,12,7,9.869229,76.152083,0,50,24.0,2,0,1,0,0,0,0,0,1,72.9,1,0,2,1,0,0,0,0,1,27.0,1566,12.0,59.7,16.0,1,2.8,2.9,1.0,1,1,62.5,Average,Medium
LOC0122,Surat Medical Center,4,21,5,21.281662,72.802616,0,52,16.0,5,1,1,0,0,0,1,1,1,78.2,1,1,1,1,0,1,1,1,2,29.0,1506,6.0,91.0,10.0,5,3.3,3.0,15.0,1,2,83.0,Good,Medium
LOC0123,Chennai Domestic Airport,0,4,11,13.175794,76.912553,0,27,23.0,5,0,1,1,1,1,1,1,0,90.5,0,0,0,1,0,1,0,1,1,38.0,4285,21.0,263.0,8.0,2,2.6,2.5,23.0,1,2,95.1,Excellent,Low
LOC0124,Kanpur Medical Center,4,11,13,26.595212,80.224275,0,21,5.0,7,0,1,1,0,1,1,0,1,93.8,2,1,2,0,1,0,1,1,1,15.0,1585,6.0,98.9,6.0,1,3.9,4.9,0.0,1,1,83.1,Good,Medium
LOC0125,Thiruvananthapuram Shopping Mall,5,23,7,8.632858,77.008537,0,6,6.0,7,1,1,0,1,0,0,1,0,81.1,0,0,2,1,1,1,1,1,2,5.0,10099,41.0,183.1,15.0,0,3.2,3.3,8.0,2,1,78.1,Good,Low
LOC0126,Ahmedabad Multispeciality Hospital,4,0,5,23.076636,72.532295,1,22,8.0,7,1,0,1,1,0,1,0,0,99.6,0,2,0,1,0,0,0,1,2,8.0,1739,8.0,48.9,8.0,1,2.8,3.0,22.0,1,2,74.6,Average,Medium
LOC0127,Bengaluru Airport Terminal,0,1,6,13.055894,77.51493,0,23,22.0,2,1,1,1,1,1,1,0,1,99.5,0,2,0,1,1,1,0,1,0,19.0,11153,51.0,261.1,6.0,1,3.5,3.4,4.0,1,0,90.1,Excellent,Medium
LOC0128,Coimbatore Collectorate Office,3,5,11,10.947134,76.908283,1,10,10.0,1,1,1,0,0,0,0,0,1,83.6,2,0,1,1,0,0,1,1,1,30.0,3377,12.0,46.0,18.0,5,1.9,1.8,21.0,0,2,49.0,Poor,High
LOC0129,Nashik Institute of Technology,2,18,9,19.887187,73.660382,1,69,26.0,3,1,1,0,0,1,0,0,0,82.6,1,1,2,1,0,0,0,1,0,11.0,1015,3.0,37.6,17.0,9,2.0,1.8,20.0,1,1,62.5,Average,High
LOC0130,Chandigarh Temple Complex,8,3,3,30.584233,76.70241,1,16,7.0,1,1,1,0,0,1,0,0,1,85.5,2,0,2,0,1,0,0,0,2,16.0,2794,9.0,32.7,14.0,3,3.2,3.5,11.0,0,0,54.0,Poor,High
LOC0131,Indore Bus Stand,1,9,8,22.603199,75.821362,1,39,16.0,1,0,1,0,0,0,1,0,0,76.2,2,0,2,0,0,0,1,1,1,23.0,633,2.0,10.1,19.0,5,2.3,2.3,3.0,2,1,41.1,Poor,High
LOC0132,Coimbatore Grand Mall,5,5,11,11.107015,76.836548,0,22,22.0,3,1,1,1,1,0,1,0,1,96.8,0,1,0,0,0,1,0,0,2,16.0,8669,36.0,170.8,7.0,4,3.1,3.5,22.0,2,2,91.3,Excellent,Low
LOC0133,Nagpur Bus Stand,1,17,9,21.250833,79.095699,1,28,13.0,1,0,1,0,0,0,0,0,0,79.4,2,0,2,1,0,1,1,0,0,6.0,1638,6.0,13.5,23.0,4,2.1,2.0,22.0,0,2,38.8,Poor,High
LOC0134,Surat Lake View Point,8,21,5,21.126361,72.706817,1,11,11.0,1,0,1,0,0,1,1,0,1,76.2,1,0,0,1,1,0,0,1,2,17.0,2406,5.0,34.6,25.0,7,2.4,2.3,21.0,1,1,76.2,Good,Low
LOC0135,Kanpur Grand Mall,5,11,13,26.546931,80.199164,0,4,4.0,4,1,1,0,1,1,1,1,0,82.4,0,1,0,0,0,1,0,1,0,33.0,8649,37.0,157.9,8.0,1,3.8,3.6,8.0,1,2,100.0,Excellent,Low
LOC0136,Kochi Central Park,6,12,7,10.029954,76.329072,1,49,10.0,1,0,1,1,0,0,0,0,0,80.8,0,0,1,0,0,1,1,0,0,18.0,1970,10.0,24.8,21.0,3,2.0,2.1,10.0,0,2,42.5,Poor,High
LOC0137,Kanpur Railway Station,7,11,13,26.304882,80.38827,1,89,15.0,3,1,1,0,0,0,0,0,0,75.1,0,1,1,1,0,0,1,0,0,44.0,17683,66.0,123.2,14.0,10,1.4,1.5,4.0,2,0,28.0,Poor,High
LOC0138,Kanpur Domestic Airport,0,11,13,26.314635,80.460318,1,10,10.0,5,1,1,1,1,0,0,0,1,103.1,2,0,0,1,1,1,0,1,1,21.0,7019,36.0,124.5,4.0,0,4.1,4.0,19.0,2,1,87.0,Good,Low
LOC0139,Nagpur Public Garden,6,17,9,21.24922,79.138476,1,12,2.0,1,0,0,1,0,0,0,0,0,89.0,2,0,2,0,0,0,0,0,1,23.0,322,2.0,19.8,19.0,11,2.8,2.8,19.0,1,0,23.8,Poor,High
LOC0140,Bengaluru City Centre Mall,5,1,6,12.821971,77.471808,0,2,0.0,2,0,1,1,1,0,1,0,1,106.0,0,0,2,1,1,1,1,1,0,31.0,15370,61.0,145.1,7.0,1,4.2,4.1,17.0,0,2,89.5,Good,Medium
LOC0141,Mumbai International Airport,0,15,9,19.008737,73.018982,0,11,11.0,2,1,1,1,1,0,1,1,1,98.7,1,1,0,1,1,0,0,0,2,12.0,14967,64.0,214.8,11.0,1,3.8,3.5,3.0,2,2,100.0,Excellent,Low
LOC0142,Bhopal Museum,8,2,8,23.224703,77.517211,1,142,23.0,1,0,0,0,0,0,0,0,1,62.6,1,0,0,1,1,0,0,1,2,16.0,1416,10.0,14.6,25.0,10,1.0,1.1,0.0,1,1,41.8,Poor,High
LOC0143,Bhopal International Airport,0,2,8,23.39718,77.311827,1,24,13.0,4,1,1,1,1,0,1,0,1,98.9,0,1,2,1,0,1,1,0,1,17.0,4831,18.0,82.5,13.0,0,3.4,3.4,19.0,0,2,98.2,Excellent,Low
LOC0144,Jaipur Green Park,6,10,10,26.995616,75.808903,1,3,3.0,1,0,1,1,1,0,0,0,1,86.9,0,1,0,1,0,0,1,1,1,14.0,2619,8.0,20.7,19.0,2,4.1,4.5,0.0,2,0,76.6,Good,Low
LOC0145,Lucknow Tehsil Office,3,14,13,26.880688,81.019759,1,10,10.0,1,1,1,1,0,0,0,1,1,88.8,0,2,2,1,1,1,0,1,1,31.0,3417,14.0,29.3,18.0,2,3.6,3.2,18.0,0,1,72.9,Average,Medium
LOC0146,Kochi Junction,7,12,7,9.849923,76.239504,1,19,9.0,1,0,0,1,1,0,0,0,1,91.5,2,2,0,1,0,1,1,1,2,8.0,18478,72.0,118.2,7.0,3,2.8,2.7,11.0,1,2,59.1,Average,Medium
LOC0147,Thane Shopping Mall,5,22,9,19.365715,72.965155,0,5,5.0,3,1,0,1,1,1,1,0,1,105.2,1,2,0,1,1,0,1,1,2,13.0,13998,54.0,165.0,7.0,0,5.0,4.9,12.0,1,1,100.0,Excellent,Low
LOC0148,Jaipur Heritage Fort,8,10,10,27.038432,75.642042,1,54,16.0,1,0,0,0,0,1,1,0,1,77.9,0,0,1,1,1,0,1,1,2,14.0,1163,7.0,21.6,12.0,4,2.9,2.5,16.0,1,1,46.4,Poor,High
LOC0149,Bhopal Collectorate Office,3,2,8,23.310931,77.432434,1,70,22.0,1,0,1,0,1,0,0,0,0,74.2,0,2,2,1,0,0,1,0,0,39.0,3468,12.0,29.4,15.0,4,3.4,3.1,10.0,2,0,30.4,Poor,High
LOC0150,Kolkata Collectorate Office,3,13,14,22.434267,88.435007,1,16,11.0,2,0,0,0,0,0,0,0,1,71.1,2,0,0,1,1,1,1,1,0,15.0,1762,9.0,30.3,21.0,4,1.7,1.7,22.0,1,1,36.5,Poor,High
LOC0151,Hyderabad Municipal Office,3,8,12,17.297999,78.466508,1,65,19.0,3,1,0,0,1,1,0,1,0,89.1,0,0,0,1,0,1,1,1,1,36.0,2181,2.0,34.8,16.0,4,2.6,2.8,3.0,1,2,76.4,Good,Low
LOC0152,Udaipur Collectorate Office,3,24,10,24.581484,73.584904,1,36,7.0,2,0,0,0,1,0,0,0,0,76.3,0,0,1,1,0,0,1,1,2,16.0,1334,3.0,14.5,18.0,7,1.3,1.3,14.0,1,1,32.3,Poor,High
LOC0153,Lucknow City Park,6,14,13,26.850072,80.998712,1,49,8.0,1,0,1,1,0,0,1,1,0,95.5,2,0,2,0,0,0,0,0,1,2.0,1551,13.0,21.9,18.0,8,1.8,2.1,14.0,2,0,38.8,Poor,High
LOC0154,Patna International Airport,0,19,2,25.586772,85.058019,0,10,7.0,7,1,1,1,0,0,1,0,1,92.5,0,1,2,1,1,0,0,0,0,32.0,6782,24.0,220.3,4.0,4,4.5,4.4,8.0,1,2,93.6,Excellent,Medium
LOC0155,Indore Museum,8,9,8,22.638884,75.717625,1,67,11.0,1,0,1,0,0,0,0,0,0,73.2,1,0,2,0,0,0,1,0,1,19.0,1281,3.0,20.4,11.0,3,2.8,3.3,2.0,0,1,53.5,Poor,Medium
LOC0156,Ahmedabad Government College,2,0,5,22.974426,72.42452,1,69,28.0,2,1,0,0,0,0,0,0,1,82.3,1,2,2,1,0,1,1,1,0,20.0,1727,4.0,37.9,30.0,11,2.5,2.0,13.0,1,2,43.5,Poor,High
LOC0157,Mumbai Railway Station,7,15,9,19.08653,72.928448,1,24,14.0,1,1,0,1,1,1,0,0,0,86.4,0,2,1,1,1,0,1,1,2,42.0,7569,35.0,90.6,14.0,3,2.2,2.8,15.0,1,0,46.7,Poor,High
LOC0158,Mysuru College of Engineering,2,16,6,12.317058,76.660913,1,35,19.0,2,1,1,0,0,0,0,0,0,85.8,1,0,0,1,0,0,0,0,2,21.0,2759,6.0,54.0,15.0,3,3.2,3.5,20.0,0,1,70.8,Average,Low
LOC0159,Mumbai Municipal Office,3,15,9,19.141528,72.887197,1,56,14.0,2,0,0,1,1,0,1,0,1,82.2,2,0,2,0,0,0,1,1,2,15.0,2592,9.0,31.9,21.0,6,2.7,2.7,1.0,1,1,48.0,Poor,High
LOC0160,Thiruvananthapuram Junction,7,23,7,8.385571,77.045212,1,33,6.0,3,0,0,1,0,0,0,1,0,89.3,0,1,2,0,0,1,1,0,0,17.0,11957,42.0,103.1,16.0,7,2.7,2.7,17.0,1,1,45.6,Poor,High
LOC0161,Udaipur General Hospital,4,24,10,24.439572,73.850929,1,30,8.0,7,1,1,1,1,0,1,0,0,97.0,1,1,1,1,1,1,0,1,2,8.0,4243,27.0,95.0,9.0,1,3.1,2.7,20.0,2,1,86.5,Good,Medium
LOC0162,Coimbatore City Bus Stop,1,5,11,11.160359,76.990072,1,24,18.0,1,0,0,0,0,0,0,0,0,78.7,2,0,0,0,1,0,1,1,2,11.0,2588,3.0,15.3,12.0,2,1.6,1.8,12.0,1,0,33.4,Poor,Medium
LOC0163,Bengaluru City Bus Stop,1,1,6,13.016118,77.660731,1,19,6.0,1,0,0,0,0,0,0,0,0,75.8,0,2,2,1,0,0,1,1,1,14.0,2895,14.0,17.9,15.0,7,1.2,1.3,3.0,1,1,30.6,Poor,High
LOC0164,Delhi Railway Station,7,6,4,28.635675,76.991714,1,14,14.0,3,1,1,1,0,1,0,0,1,104.4,0,0,1,1,0,1,1,0,1,11.0,7680,41.0,66.4,14.0,4,2.8,2.5,22.0,2,2,69.5,Average,Medium
LOC0165,Lucknow Bus Stand,1,14,13,26.966441,80.94889,1,8,8.0,1,0,0,1,0,1,0,1,0,89.5,0,0,1,0,1,0,1,1,2,6.0,1996,9.0,12.9,19.0,6,2.0,1.6,0.0,1,0,40.6,Poor,High
LOC0166,Guwahati Lake View Point,8,7,1,26.062074,91.704565,1,45,17.0,1,0,1,0,0,1,0,0,0,70.9,0,2,2,1,0,0,1,0,1,6.0,2250,6.0,25.9,19.0,7,1.5,1.0,12.0,2,0,25.7,Poor,High
LOC0167,Ahmedabad Government College,2,0,5,23.131262,72.562889,0,44,24.0,2,1,1,1,1,1,0,0,0,90.4,1,1,2,0,1,1,1,1,2,33.0,2928,19.0,74.3,10.0,3,3.7,3.6,5.0,0,2,100.0,Excellent,Low
LOC0168,Mysuru Shopping Mall,5,16,6,12.312215,76.6857,0,15,10.0,5,1,1,0,1,1,1,0,1,78.7,1,1,2,1,0,1,1,1,0,11.0,15935,63.0,149.2,10.0,4,4.2,3.8,22.0,0,1,93.8,Excellent,Medium
LOC0169,Pune Central Park,6,20,9,18.565257,73.905661,1,18,18.0,1,0,0,0,1,0,0,1,0,75.9,0,1,1,1,0,0,0,1,0,3.0,2163,6.0,20.4,16.0,6,2.5,2.5,3.0,1,0,37.7,Poor,High
LOC0170,Ahmedabad Bus Stand,1,0,5,23.085218,72.481866,1,8,8.0,1,0,0,1,0,0,0,0,0,90.6,0,0,2,0,0,0,1,0,0,2.0,2647,7.0,12.0,24.0,8,1.8,2.0,6.0,1,0,33.3,Poor,High
LOC0171,Bengaluru Museum,8,1,6,12.943142,77.72437,1,164,29.0,1,0,0,0,1,0,0,0,0,75.1,1,2,2,1,0,0,0,0,1,22.0,1297,3.0,26.1,13.0,5,1.7,1.6,14.0,1,0,32.0,Poor,High
LOC0172,Surat Bus Depot,1,21,5,21.171912,72.81255,1,28,4.0,1,0,0,0,0,0,0,0,0,74.3,0,2,2,0,0,0,1,0,0,15.0,1690,3.0,13.2,21.0,9,2.1,2.0,23.0,1,0,9.5,Poor,High
LOC0173,Chandigarh Degree College,2,3,3,30.865278,76.795846,1,67,29.0,3,0,1,0,1,0,1,0,1,72.0,1,2,0,1,1,0,1,0,0,34.0,4874,20.0,50.6,19.0,9,2.3,2.1,7.0,2,1,54.3,Poor,High
LOC0174,Surat Heritage Fort,8,21,5,21.307524,72.803166,1,154,32.0,1,0,0,0,0,0,0,0,0,76.1,0,2,2,0,0,0,1,1,1,7.0,2011,9.0,21.7,27.0,13,1.5,1.6,20.0,1,0,8.1,Poor,High
LOC0175,Surat City Park,6,21,5,21.215066,72.915755,1,49,22.0,1,0,1,1,0,0,0,0,0,90.5,1,1,1,0,0,0,0,1,0,6.0,2496,18.0,32.0,20.0,4,1.5,1.5,18.0,0,0,43.7,Poor,High
LOC0176,Kochi Central Station,7,12,7,10.009062,76.355648,1,89,24.0,3,0,0,1,1,0,0,0,0,80.0,0,0,0,0,0,0,1,0,2,5.0,4981,12.0,41.5,22.0,8,2.3,2.4,19.0,1,2,47.9,Poor,High
LOC0177,Nashik Tehsil Office,3,18,9,19.903238,73.855823,1,76,25.0,3,1,0,0,0,0,0,0,0,79.7,2,0,1,1,0,0,0,1,0,29.0,1944,2.0,36.6,19.0,7,1.7,1.7,14.0,1,0,13.2,Poor,High
LOC0178,Kochi Collectorate Office,3,12,7,10.021563,76.336193,1,36,17.0,2,1,0,0,0,0,0,1,1,84.8,0,1,1,1,0,0,1,1,1,37.0,1978,8.0,34.7,15.0,1,1.9,1.6,10.0,1,2,58.9,Average,Medium
LOC0179,Delhi City Centre Mall,5,6,4,28.659179,77.038878,0,5,5.0,7,1,1,1,1,0,1,0,1,93.2,1,1,2,0,0,1,1,1,2,6.0,9379,37.0,154.5,8.0,1,4.1,3.9,10.0,0,2,100.0,Excellent,Low
LOC0180,Delhi Railway Station,7,6,4,28.707397,77.232969,1,58,28.0,2,0,1,1,0,0,0,1,1,83.0,0,1,2,1,1,0,1,0,2,15.0,4651,16.0,72.3,12.0,4,2.9,2.8,13.0,0,2,70.0,Average,Medium
LOC0181,Delhi Plaza Mall,5,6,4,28.761397,77.129424,0,6,6.0,6,1,1,1,1,1,0,1,0,90.3,0,2,2,1,0,0,0,1,0,12.0,9839,33.0,126.3,11.0,2,4.5,4.6,12.0,1,2,87.4,Good,Medium
LOC0182,Lucknow Plaza Mall,5,14,13,26.753562,80.935953,0,10,10.0,2,1,1,0,0,0,0,1,1,79.3,0,0,0,1,0,1,1,1,1,15.0,17972,70.0,180.1,3.0,4,2.8,2.6,2.0,1,2,88.0,Good,Low
LOC0183,Mumbai Lake View Point,8,15,9,18.987821,73.005709,1,29,19.0,1,0,1,0,0,0,0,0,0,76.3,2,0,2,0,0,0,1,0,2,20.0,1607,7.0,19.2,14.0,2,2.4,2.6,20.0,2,1,34.4,Poor,High
LOC0184,Kochi Medical Center,4,12,7,9.960367,76.410148,0,20,15.0,6,0,0,1,1,1,1,0,0,87.2,1,0,2,1,1,0,0,1,2,27.0,1382,9.0,92.3,8.0,1,4.9,5.0,23.0,1,2,85.0,Good,Low
LOC0185,Udaipur International Airport,0,24,10,24.576239,73.743845,0,6,6.0,2,0,1,1,1,1,0,0,1,97.7,0,0,0,0,1,0,0,1,1,23.0,11574,55.0,162.5,8.0,0,3.4,3.4,9.0,0,1,89.6,Good,Low
LOC0186,Mysuru Collectorate Office,3,16,6,12.331893,76.568357,1,21,21.0,1,0,0,0,0,0,1,0,0,76.7,2,0,2,1,0,1,1,1,0,39.0,752,7.0,25.7,17.0,10,1.9,1.8,21.0,1,2,32.6,Poor,High
LOC0187,Ahmedabad Shopping Mall,5,0,5,22.953003,72.467001,0,3,3.0,7,1,1,0,0,0,1,0,1,90.8,0,1,0,1,0,1,1,1,0,43.0,19858,84.0,184.7,4.0,1,3.1,3.0,5.0,1,2,95.4,Excellent,Low
LOC0188,Bengaluru Municipal Office,3,1,6,12.895025,77.518491,1,79,29.0,2,0,1,0,0,1,1,0,0,70.8,0,0,1,1,0,0,0,1,1,20.0,1766,11.0,34.2,19.0,6,1.6,1.3,19.0,2,1,33.7,Poor,High
LOC0189,Mysuru Central Park,6,16,6,12.232994,76.515009,1,5,5.0,1,0,0,0,0,1,0,1,1,71.2,1,0,2,0,1,0,0,1,0,5.0,2041,2.0,19.1,15.0,7,3.1,3.3,1.0,1,2,60.3,Average,Medium
LOC0190,Visakhapatnam Municipal Office,3,25,0,17.827985,83.314051,1,74,29.0,1,0,1,0,0,0,0,0,0,80.1,0,0,2,0,1,0,0,0,0,15.0,3217,10.0,38.1,14.0,3,2.1,2.1,16.0,0,1,39.7,Poor,High
LOC0191,Ahmedabad District Office,3,0,5,22.88761,72.592941,1,14,6.0,3,1,1,0,0,1,1,1,0,80.4,2,2,1,0,0,0,1,1,1,12.0,2770,6.0,40.3,17.0,5,1.6,1.5,3.0,0,1,46.5,Poor,High
LOC0192,Lucknow Central Station,7,14,13,26.979606,80.856455,1,24,17.0,1,0,1,0,0,0,0,1,0,82.2,0,0,2,1,1,0,1,1,1,34.0,3823,15.0,52.6,12.0,4,3.1,2.7,19.0,1,1,63.3,Average,Medium
LOC0193,Kolkata City Hospital,4,13,14,22.424173,88.299586,1,29,11.0,5,0,1,0,1,1,0,0,1,76.8,2,1,1,1,0,0,0,0,1,9.0,2114,13.0,75.2,6.0,2,3.0,2.7,18.0,0,1,54.2,Poor,High
LOC0194,Pune Grand Mall,5,20,9,18.580643,73.859065,0,1,1.0,3,1,1,1,1,1,0,0,1,98.4,0,1,1,1,1,0,1,1,0,26.0,10387,35.0,145.9,3.0,3,4.6,4.7,0.0,1,2,97.9,Excellent,Medium
LOC0195,Kanpur City Bus Stop,1,11,13,26.593675,80.381714,1,2,2.0,1,0,1,1,0,0,0,0,0,95.3,1,1,2,1,0,0,1,0,0,24.0,2872,9.0,17.8,15.0,6,2.7,2.8,13.0,2,0,57.4,Average,Medium
LOC0196,Nashik Heritage Fort,8,18,9,19.9269,73.878506,1,186,46.0,1,1,0,0,0,0,0,0,0,74.8,2,1,2,0,0,0,1,1,2,3.0,225,2.0,15.8,26.0,11,1.0,1.0,0.0,1,0,19.3,Poor,High
LOC0197,Kolkata Shopping Mall,5,13,14,22.537613,88.368456,0,14,14.0,2,1,1,1,0,0,1,1,0,91.1,1,0,2,0,0,1,0,1,0,29.0,13882,55.0,148.1,9.0,3,3.6,4.0,10.0,0,2,90.3,Excellent,Medium
LOC0198,Chandigarh Municipal Office,3,3,3,30.707663,76.706471,1,49,23.0,1,0,1,0,0,1,0,1,0,70.4,0,2,1,1,0,0,1,1,0,36.0,2158,6.0,55.4,15.0,10,2.1,2.1,13.0,0,1,27.7,Poor,High
LOC0199,Kolkata Bus Depot,1,13,14,22.502653,88.312671,0,13,13.0,1,0,0,0,0,0,0,1,0,75.3,2,0,2,0,0,0,1,0,0,8.0,1396,7.0,14.3,16.0,5,3.9,4.2,14.0,1,1,34.5,Poor,High
LOC0200,Delhi Central Station,7,6,4,28.821704,77.205042,1,64,18.0,1,1,0,1,0,0,0,0,1,95.3,0,1,1,0,1,0,1,1,2,42.0,11850,44.0,116.5,10.0,4,3.1,2.8,9.0,1,0,52.5,Poor,High
LOC0201,Indore General Hospital,4,9,8,22.610393,75.860571,1,47,10.0,4,1,0,0,0,0,1,1,0,83.6,1,0,2,1,0,0,1,0,2,35.0,1277,11.0,76.8,13.0,7,2.7,2.7,9.0,1,2,66.5,Average,Medium
LOC0202,Kanpur City Bus Stop,1,11,13,26.583197,80.363551,1,21,10.0,1,1,1,0,1,0,1,0,0,83.1,2,2,2,1,1,0,1,0,2,2.0,873,2.0,10.1,21.0,6,1.4,1.9,1.0,2,1,48.7,Poor,High
LOC0203,Udaipur Grand Mall,5,24,10,24.57615,73.809702,0,2,2.0,2,0,1,1,1,1,0,1,1,91.7,1,2,1,1,0,0,1,1,0,21.0,11260,53.0,138.7,6.0,2,4.1,4.1,20.0,2,2,74.6,Average,High
LOC0204,Bengaluru Domestic Airport,0,1,6,12.948934,77.635955,1,30,24.0,3,0,1,1,1,1,1,1,0,89.8,0,1,1,1,1,1,1,0,2,9.0,18138,74.0,202.6,9.0,0,2.8,2.8,11.0,1,1,81.7,Good,Medium
LOC0205,Bengaluru Airport Terminal,0,1,6,13.044596,77.666204,1,29,4.0,3,1,1,1,1,1,1,0,0,85.8,1,1,2,1,0,1,0,1,1,33.0,19478,88.0,154.8,8.0,2,3.2,2.8,8.0,0,2,100.0,Excellent,Low
LOC0206,Kochi Collectorate Office,3,12,7,10.054883,76.34514,1,12,12.0,2,1,0,1,1,1,1,0,0,98.4,1,2,2,0,0,0,1,1,2,25.0,2603,8.0,40.4,18.0,3,3.2,3.0,16.0,1,1,76.0,Good,Medium
LOC0207,Kochi Bus Depot,1,12,7,9.808982,76.405654,1,10,6.0,1,0,1,0,0,0,1,0,0,78.0,1,2,2,1,1,0,1,1,0,9.0,2947,15.0,17.1,14.0,5,2.7,2.8,19.0,0,0,49.2,Poor,High
